branch label,lower 95%,mean,upper 95%
c1,0.0012324504,0.024390127147537067,0.0501002592
c2,0.001191007525,0.021827835397417502,0.0568373674
c3,2.375625e-06,9.958764825442373e-05,0.00036862747499999984
c4,0.003270852975,0.003962635695839311,0.004450930475
c5,1.3863425e-05,0.0004910407723577237,0.0018228842249999988
c6,0.00497648965,0.09506537930583452,0.22129220959999998
c7,3.187575e-06,0.0001320964466762315,0.00048096552499999994
c8,0.030704778525,0.03260223196150168,0.03460056045
c9,0.053150928,0.05713491697800095,0.06110449675
c10,0.230671799575,0.23455846925251075,0.23850890325
c11,0.16728985115,0.17118892711166908,0.17545120395
c12,0.0151569051,0.017440953342659014,0.019746375625
c13,0.022923920675,0.024905317020086082,0.026867243475
c14,0.00018507995000000002,0.0033954555726924914,0.008352789725
c15,0.00017370005,0.005770486208990913,0.019356680975
c16,0.00122580275,0.03058947357412721,0.07490592424999999
c17,0.0035460682000000004,0.12873859681850788,0.349043363925
c18,0.0038517807500000004,0.1149495540368245,0.31100733062499997
c19,0.0023940635000000003,0.07001755576279292,0.200972708975
c20,0.004096331125,0.10280799934313727,0.23730057727499998
c21,0.225296846425,0.2414138101004304,0.271215206025
c22,0.00156212355,0.039041073625059784,0.087474383225
c23,0.11030652165,0.11375688242467719,0.117275780975
c24,0.097175982825,0.10324531349736969,0.1095628686
c25,0.112584442575,0.11740008825801053,0.12224024962499999
c26,0.09668844234999999,0.09990429594117647,0.103178465125
c27,0.0691541314,0.07400663900573888,0.078818344525
c28,0.04540218585,0.04937374531707317,0.05364024715
c29,0.101406462275,0.11890546491582975,0.1371488812
c30,0.087414682125,0.09730176956886658,0.10569607859999999
